Date,TATAMOTORS_Close,TWL_Close,Spread,zscore
2018-01-08,433.5499877929688,177.4499969482422,256.0999908447266,1.4418924088055345
2018-01-09,437.5499877929688,174.8000030517578,262.749984741211,1.9870078469028505
2018-01-10,433.2999877929688,171.39999389648438,261.89999389648443,1.9173321240504158
2018-01-11,434.75,175.14999389648438,259.6000061035156,1.728796785086347
2018-01-12,437.1000061035156,174.0500030517578,263.0500030517578,2.0116010443308068
2018-01-15,432.3500061035156,176.60000610351562,255.75,1.4132028467363027
2018-01-16,421.8999938964844,172.39999389648438,249.5,0.9008758369462071
2018-01-17,422.95001220703125,172.64999389648438,250.30001831054688,0.9664551951573759
2018-01-18,418.95001220703125,163.5,255.45001220703125,1.388612150905069
2018-01-19,418.0499877929688,168.0,250.0499877929688,0.9459596131690492
2018-01-22,421.8999938964844,169.60000610351562,252.29998779296875,1.130397336693479
2018-01-23,418.0,164.75,253.25,1.2082720428202645
2018-01-24,403.6000061035156,168.14999389648438,235.45001220703125,-0.2508342804232366
2018-01-25,400.2999877929688,164.60000610351562,235.69998168945318,-0.2303437016283556
2018-01-29,399.25,163.5500030517578,235.6999969482422,-0.23034245082999652
2018-01-30,395.8500061035156,155.1999969482422,240.65000915527344,0.17542154156245013
2018-01-31,399.5,156.1999969482422,243.3000030517578,0.3926476933941051
2018-02-01,393.6499938964844,149.75,243.89999389648438,0.44183033585493603
2018-02-02,383.75,136.80000305175778,246.94999694824222,0.6918461667921777
2018-02-05,395.7999877929688,135.69999694824222,260.09999084472656,1.7697816950711909
2018-02-06,375.45001220703125,130.39999389648438,245.05001831054688,0.5361005069336956
2018-02-07,377.7999877929688,132.55000305175778,245.24998474121102,0.5524922194905855
2018-02-08,374.8500061035156,135.25,239.60000610351562,0.08935035375804133
2018-02-09,368.75,136.5,232.25,-0.5131467100744564
2018-02-12,371.7999877929688,138.80000305175778,232.99998474121102,-0.45166871969800176
2018-02-14,376.8500061035156,141.60000610351562,235.25,-0.26722974537521066
2018-02-15,375.7999877929688,133.14999389648438,242.64999389648443,0.33936493389692163
2018-02-16,370.75,130.5,240.25,0.14263186245686577
2018-02-19,368.75,126.9000015258789,241.8499984741211,0.27378745188329384
2018-02-20,369.2999877929688,130.64999389648438,238.64999389648443,0.01147564763126048
2018-02-21,364.45001220703125,129.25,235.20001220703125,-0.2713273608148404
2018-02-22,358.5,126.3000030517578,232.1999969482422,-0.5172455763124499
2018-02-23,360.20001220703125,128.10000610351562,232.10000610351562,-0.5254420579900733
2018-02-26,372.0499877929688,131.25,240.7999877929688,0.18771563867970784
2018-02-27,372.5499877929688,129.35000610351562,243.19998168945318,0.384448710119759
2018-02-28,369.8999938964844,126.9499969482422,242.9499969482422,0.36395688052651426
2018-03-01,370.75,126.3499984741211,244.4000015258789,0.4828171220373256
2018-03-05,352.04998779296875,123.6999969482422,228.34999084472656,-0.8328395146624943
2018-03-06,346.5,120.0500030517578,226.4499969482422,-0.9885864253193378
2018-03-07,347.79998779296875,118.5999984741211,229.19998931884766,-0.7631631664108777
2018-03-08,345.1499938964844,118.3499984741211,226.79999542236328,-0.9598962378509289
2018-03-09,341.5,116.9499969482422,224.5500030517578,-1.1443333359761814
2018-03-12,352.6000061035156,117.1999969482422,235.40000915527344,-0.25493314666123007
2018-03-13,353.1499938964844,125.3499984741211,227.79999542236328,-0.8779239162845136
2018-03-14,354.04998779296875,124.0,230.04998779296875,-0.693486818159261
2018-03-15,353.1000061035156,120.9499969482422,232.15000915527344,-0.5213431917520798
2018-03-16,339.75,120.9499969482422,218.8000030517578,-1.6156741849830694
2018-03-19,335.70001220703125,114.75,220.95001220703125,-1.4394329431362582
2018-03-20,338.79998779296875,114.0,224.79998779296875,-1.1238415063829412
2018-03-21,333.8500061035156,113.9499969482422,219.90000915527344,-1.525504130940667
2018-03-22,338.20001220703125,110.5999984741211,227.60001373291016,-0.8943168796397601
2018-03-23,330.8500061035156,108.0,222.85000610351562,-1.2836860324794146
2018-03-26,332.3500061035156,111.0,221.35000610351562,-1.4066445148290376
2018-03-27,331.1499938964844,111.3499984741211,219.79999542236328,-1.533702488815836
2018-03-28,326.8500061035156,109.6999969482422,217.15000915527344,-1.7509280152483089
2018-04-02,339.1499938964844,114.1999969482422,224.9499969482422,-1.1115449076689607
2018-04-03,343.1000061035156,118.3499984741211,224.75000762939453,-1.1279384964233892
2018-04-04,355.6000061035156,114.8499984741211,240.75000762939453,0.18361864863925528
2018-04-05,362.20001220703125,116.9000015258789,245.30001068115234,0.5565929619261175
2018-04-06,364.1000061035156,119.5999984741211,244.50000762939453,0.49101485451331256
